event_id,item,total,note
21780,"Packaging accessories (seals, reels, spools, handles)",2,1 x plastic label
21780,"Wooden confection sticks, pencils, matches etc",2,
21780,Paper & cardboard packaging,2,2 x chewing gum wrappers
21780,Food scraps,1,
21780,"Plastic film remnants (bits of plastic bag, wrap etc)",1,
21780,Aluminium cans,1,1 x Coke
21780,Aerosol cans,1,
21780,"Rubber balloons, balls & toys, elastic straps & bands",1,1 x balloon
21780,Rubber remnants,1,
21780,"Metal bottle caps, lids & pull tabs",1,
21778,Cigarette butts & filters,56,
21778,Plastic wrap non food (bubble wrap etc),32,32 x plastic cigarette pack wrap
21778,"Plastic packaging food (wrap, packets, containers)",18,"15 x confectionery, 2 x Mentos, 1 x straw wrapper"
21778,"Foil wrappers, packets, bladders & alfoil",15,
21778,Foam insulation & packaging (whole and remnants),12,
21778,"Miscellaneous paper, labels & tickets",9,9 x paper remnants
21778,"Plastic film remnants (bits of plastic bag, wrap etc)",7,
21778,Plastic wrap non food (bubble wrap etc),3,3 x plastic labels
21778,"Tape adhesive, electrical, duct, hazard marker & rolls",2,
21778,"Plastic bags supermarket, garbage, dog poo, ice",1,1 x ziplock bag
21778,Strapping band scraps,1,
21778,Aluminium cans,1,1 x VB
21778,"Plastic ceremonial & festive (wreaths, flowers)",1,
21778,Rubber remnants,1,
21778,"Sanitary (tissues, nappies, condoms, cotton buds)",1,
21778,"Straws, confection sticks, cups, plates & cutlery",1,1 x plastic cup
21778,"Toys, party poppers, ribbons, clips & similar",1,1 x confetti/glitter
21778,Paper & cardboard packaging,1,1 x cardboard package
21771,Cigarette butts & filters,48,
21771,"Miscellaneous paper, labels & tickets",33,"5 x paper receipts, 28 x paper remnants"
21771,"Plastic packaging food (wrap, packets, containers)",8,"4 x confectionery, 1 x McDonalds, 1 x coffee cup lids, 2 x other food package"
21771,"Miscellaneous paper, labels & tickets",6,6 x serviettes
21771,"Plastic film remnants (bits of plastic bag, wrap etc)",5,
21771,Foam insulation & packaging (whole and remnants),5,
21771,Paper & cardboard packaging,4,"1 x paper coffee cup, 2 x McDonalds, 1 x takeaway"
21771,"Newspaper, magazines & brochures",3,
21771,Plastic wrap non food (bubble wrap etc),2,2 x plastic cigarette pack wrap
21771,"Foil wrappers, packets, bladders & alfoil",2,
21771,"Straws, confection sticks, cups, plates & cutlery",2,2 x plastic cups
21771,"Rubber balloons, balls & toys, elastic straps & bands",1,1 x balloon
21771,Aluminium cans,1,1 x Wild Turkey
21771,Fibreglass fragments,1,
21771,"Lids & tops, pump spray, flow restrictor & similar",1,
21771,Paper & cardboard packaging,1,1 x chewing gum wrapper
21771,Plastic bits & pieces hard & solid,1,
21771,"Plastic drink bottles (water, juice, milk, soft drink)",1,1 x Northbrook waterbottle
21771,"Toothbrushes, brushes & combs, hair ties etc",1,
21771,"Tape adhesive, electrical, duct, hazard marker & rolls",1,
21770,Cigarette butts & filters,138,
21770,Plastic wrap non food (bubble wrap etc),13,8 x plastic cigarette pack wrap
21770,"Plastic packaging food (wrap, packets, containers)",13,"9 x confectionery, 1 x Mentos, 1 x takeaway, 2 x sushi fish"
21770,"Foil wrappers, packets, bladders & alfoil",4,
21770,"Toys, party poppers, ribbons, clips & similar",3,3 x confetti/glitter
21770,"Miscellaneous paper, labels & tickets",3,3 x paper remnants
21770,Plastic bits & pieces hard & solid,2,
21770,Paper & cardboard packaging,2,
21770,"Lids & tops, pump spray, flow restrictor & similar",2,
21770,"Plastic film remnants (bits of plastic bag, wrap etc)",2,
21770,"Rubber balloons, balls & toys, elastic straps & bands",1,1 x balloon
21770,Rubber remnants,1,
21770,"Plastic drink bottles (water, juice, milk, soft drink)",1,1 x Frantelle waterbottle
21770,"Plastic ceremonial & festive (wreaths, flowers)",1,
21770,"Metal bottle caps, lids & pull tabs",1,
21770,Aluminium cans,1,1 x Moon Dog Brewery
21770,"Straws, confection sticks, cups, plates & cutlery",1,1 x McDonalds straw
21769,Plastic wrap non food (bubble wrap etc),16,12 x plastic cigarette pack wrap
21769,"Plastic film remnants (bits of plastic bag, wrap etc)",8,
21769,Cigarette butts & filters,8,
21769,"Miscellaneous paper, labels & tickets",8,8 x paper remnants
21769,"Plastic packaging food (wrap, packets, containers)",6,6 x confectionery
21769,"Lids & tops, pump spray, flow restrictor & similar",4,
21769,Foam insulation & packaging (whole and remnants),3,
21769,"Wooden confection sticks, pencils, matches etc",1,
21769,Paper & cardboard packaging,1,1 x chewing gum wrapper
21768,Cigarette butts & filters,36,
21768,"Plastic packaging food (wrap, packets, containers)",19,"13 x confectionery, 2 x Mentos, 2 x Seven Eleven straw wrapper, 2 x straw wrapper"
21768,Plastic wrap non food (bubble wrap etc),17,12 x plastic cigarette pack wrap
21768,"Miscellaneous paper, labels & tickets",8,8 x paper remnants
21768,"Plastic film remnants (bits of plastic bag, wrap etc)",8,
21768,"Sanitary (tissues, nappies, condoms, cotton buds)",5,1 x cotton bud stick
21768,"Lids & tops, pump spray, flow restrictor & similar",5,
21768,Aluminium cans,2,"1 x Pepsi, 1 x Coke"
21768,"Rubber balloons, balls & toys, elastic straps & bands",2,
21768,"Foil wrappers, packets, bladders & alfoil",2,
21768,"Plastic drink bottles (water, juice, milk, soft drink)",1,1 x North Brook Spring Water
21768,Foam insulation & packaging (whole and remnants),1,
21768,Paper & cardboard packaging,1,1 x McDonalds
21768,"Toys, party poppers, ribbons, clips & similar",1,
21768,"Straws, confection sticks, cups, plates & cutlery",1,1 x straw
21768,"Cloth, clothing, hats & towels",1,
21766,"Miscellaneous paper, labels & tickets",11,"5 x paper receipts, 6 x paper remnants"
21766,Cigarette butts & filters,5,
21766,"Newspaper, magazines & brochures",4,
21766,Plastic wrap non food (bubble wrap etc),4,4 x plastic cigarette pack wrap
21766,"Plastic film remnants (bits of plastic bag, wrap etc)",4,
21766,"Sanitary (tissues, nappies, condoms, cotton buds)",3,
21766,Glass or ceramic broken,3,
21766,"Plastic packaging food (wrap, packets, containers)",2,2 x confectionery
21766,"Foil wrappers, packets, bladders & alfoil",1,
21766,Aluminium cans,1,1 x Mother energy drink
21766,"Toys, party poppers, ribbons, clips & similar",1,
21766,Medical waste,1,1 x syringe packaging
21765,Cigarette butts & filters,13,
21765,"Plastic packaging food (wrap, packets, containers)",6,"3 x confectionery, 3 x Mentos"
21765,Plastic bits & pieces hard & solid,5,
21765,"Rubber balloons, balls & toys, elastic straps & bands",1,1 x balloon
21765,"Foil wrappers, packets, bladders & alfoil",1,
21765,Foam insulation & packaging (whole and remnants),1,
21765,"Miscellaneous paper, labels & tickets",1,1 x paper remnant
21764,Paper & cardboard packaging,15,"2 x paper receipts, 13 x paper remnants"
21764,Plastic bits & pieces hard & solid,13,
21764,Cigarette butts & filters,12,
21764,"Foil wrappers, packets, bladders & alfoil",2,
21764,Foam insulation & packaging (whole and remnants),1,
21764,Aluminium cans,1,1 x Nelson Country Bourbon
21764,"Plastic drink bottles (water, juice, milk, soft drink)",1,
21764,Plastic tubes & hoses,1,
21763,Cigarette butts & filters,176,
21763,Plastic wrap non food (bubble wrap etc),86,80 x plastic cigarette pack wrap
21763,"Plastic packaging food (wrap, packets, containers)",61,"58 x confectionery, 1 x Mentos, 1 x straw wrapper, 1 x other food package"
21763,"Miscellaneous paper, labels & tickets",59,"3 x paper receipts, 56 x paper remnants"
21763,"Foil wrappers, packets, bladders & alfoil",24,
21763,Foam insulation & packaging (whole and remnants),8,
21763,Paper & cardboard packaging,5,"2 x cardboard package, 1 x Hungry Jacks, 1 x Bakers Delight, 1 x takeaway"
21763,"Plastic bags supermarket, garbage, dog poo, ice",4,"3 x ziplock bags, 1 x fruit and veg bag"
21763,"Metal bottle caps, lids & pull tabs",4,
21763,"Straws, confection sticks, cups, plates & cutlery",4,4 x straws
21763,Paper & cardboard packaging,4,4 x chewing gum wrapper
21763,"Foam cups, food packs & trays",3,
21763,"Wooden confection sticks, pencils, matches etc",2,
21763,"Plastic drink bottles (water, juice, milk, soft drink)",2,"1 x Woolworths water bottle, 1 x Sahara yoghurt drink"
21763,"Plastic packaging food (wrap, packets, containers)",2,"1 x Mount Franklin waterbottle label, 1 x Nu waterbottle label"
21763,Tetra packs & drink cartons,1,
21763,"Foil wrappers, packets, bladders & alfoil",1,1 x foil wine bladder
21763,Medical waste,1,
21763,"Plastic containers non food (oil, sealant, chemical)",1,
21763,Aluminium cans,1,1 x Rockstar
21763,"Lids & tops, pump spray, flow restrictor & similar",1,
21762,Cigarette butts & filters,43,
21762,"Miscellaneous paper, labels & tickets",31,"7 x paper receipts, 12 x paper remnants, 12 x miscellaneous paper"
21762,"Plastic packaging food (wrap, packets, containers)",16,16 x confectionery
21762,"Plastic sheeting (tarpaulin, woven bags, pallet wrap)",15,
21762,Foam insulation & packaging (whole and remnants),9,
21762,"Foil wrappers, packets, bladders & alfoil",3,
21762,"Straws, confection sticks, cups, plates & cutlery",1,1 x plastic cup
21762,"Plastic bags supermarket, garbage, dog poo, ice",1,1 x dog poo bag
21762,"Newspaper, magazines & brochures",1,
21548,Cigarette butts & filters,3,
21548,Paper & cardboard packaging,2,"1 x cardboard package, 1 x Seven Eleven coffee cup"
21548,Plastic bits & pieces hard & solid,2,
21548,"Plastic film remnants (bits of plastic bag, wrap etc)",2,
21548,Plastic wrap non food (bubble wrap etc),2,1 x plastic cigarette pack wrap
21548,Food scraps,2,
21548,"Foil wrappers, packets, bladders & alfoil",1,
21548,Gas & volatile liquid capsules & cans,1,
21548,"Lids & tops, pump spray, flow restrictor & similar",1,
21548,"Plastic packaging food (wrap, packets, containers)",1,1 x confectionery
21548,"Sanitary (tissues, nappies, condoms, cotton buds)",1,
21548,"Tape adhesive, electrical, duct, hazard marker & rolls",1,
21548,"Miscellaneous paper, labels & tickets",1,1 x paper receipt
21547,Plastic bits & pieces hard & solid,36,
21547,Cigarette butts & filters,26,
21547,"Plastic film remnants (bits of plastic bag, wrap etc)",15,
21547,"Plastic packaging food (wrap, packets, containers)",8,"7 x confectionery, 1 x Mentos"
21547,Foam insulation & packaging (whole and remnants),7,
21547,"Miscellaneous paper, labels & tickets",6,6 x paper remnants
21547,"Sanitary (tissues, nappies, condoms, cotton buds)",6,
21547,Paper & cardboard packaging,3,"1 x cardboard package, 1 x KFC, 1 x takeaway"
21547,Paper & cardboard packaging,2,2 x chewing gum wrappers
21547,"Metal bottle caps, lids & pull tabs",2,
21547,"Building & trades materials, fixings & fittings",2,
21547,Aluminium cans,2,"1 x Coke, 1 x Smirnoff"
21547,Metal scrap & remnants,1,
21547,Glass or ceramic broken,1,
21547,Cable ties & plastic fasteners,1,
21547,"Plastic drink bottles (water, juice, milk, soft drink)",1,
21547,"Plastic gardening items, implements & fittings",1,
21547,"Pens, markers & other plastic stationary",1,
21547,Occupational health & safety items,1,
21546,Cigarette butts & filters,26,
21546,"Plastic packaging food (wrap, packets, containers)",6,"4 x confectionery, 1 x straw wrapper, 1 x other food package"
21546,"Miscellaneous paper, labels & tickets",5,5 x miscellaneous paper
21546,"Plastic film remnants (bits of plastic bag, wrap etc)",4,
21546,Paper & cardboard packaging,3,"1 x cardboard package, 2 x McDonalds"
21546,Glass or ceramic broken,2,
21546,Plastic wrap non food (bubble wrap etc),2,2 x plastic cigarette pack wrap
21546,Rubber remnants,1,
21546,"Plastic drink bottles (water, juice, milk, soft drink)",1,1 x Mildura Juice
21546,"Sanitary (tissues, nappies, condoms, cotton buds)",1,
21546,Personal care & pharmaceutical packaging,1,
21546,Paper & cardboard packaging,1,1 x chewing gum wrapper
21546,Occupational health & safety items,1,1 x plastic food glove
21546,"Lids & tops, pump spray, flow restrictor & similar",1,
21546,Cable ties & plastic fasteners,1,
21546,Aluminium cans,1,1 x Mountain Dew
21546,"Plastic bags supermarket, garbage, dog poo, ice",1,1 x ziplock bag
21546,"Toothbrushes, brushes & combs, hair ties etc",1,
21544,"Miscellaneous paper, labels & tickets",33,"4 x paper receipts, 29 x paper remnants"
21544,Cigarette butts & filters,29,
21544,Plastic wrap non food (bubble wrap etc),12,12 x plastic cigarette pack wrap
21544,Paper & cardboard packaging,6,"1 x KFC, 5 x takeaway"
21544,"Plastic packaging food (wrap, packets, containers)",4,"1 x KFC, 2 x takeaway, 1 x straw wrapper"
21544,"Plastic film remnants (bits of plastic bag, wrap etc)",3,
21544,Plastic bits & pieces hard & solid,2,
21544,"Metal bottle caps, lids & pull tabs",1,
21544,"Lids & tops, pump spray, flow restrictor & similar",1,
21544,"Sanitary (tissues, nappies, condoms, cotton buds)",1,
21544,"Cloth, clothing, hats & towels",1,
21544,"Plastic drink bottles (water, juice, milk, soft drink)",1,1 x Woolworths Water
21543,Glass or ceramic broken,26,
21543,Cigarette butts & filters,25,
21543,"Miscellaneous paper, labels & tickets",18,"9 x paper receipts, 8 x paper remnants, 1 x miscellaneous paper"
21543,"Plastic packaging food (wrap, packets, containers)",11,"6 x confectionery, 1 x Mentos, 4 x other food package"
21543,Paper & cardboard packaging,7,7 x chewing gum wrappers
21543,Plastic wrap non food (bubble wrap etc),7,7 x plastic cigarette pack wrap
21543,"Plastic film remnants (bits of plastic bag, wrap etc)",5,
21543,"Sanitary (tissues, nappies, condoms, cotton buds)",3,
21543,Paper & cardboard packaging,3,"1 x cardboard package, 1 x McDonalds, 1 x Subway"
21543,Foam insulation & packaging (whole and remnants),2,
21543,"Rubber balloons, balls & toys, elastic straps & bands",1,1 x rubber band
21543,"Pens, markers & other plastic stationary",1,
21543,Paper & cardboard packaging,1,1 x paper straw
21543,"Metal bottle caps, lids & pull tabs",1,
21543,Glass beer stubbies & pre-mixed alcohol bottles,1,1 x Corona Beer
21543,Aluminium cans,1,1 x NED Whisky Cola
21543,"Plastic drink bottles (water, juice, milk, soft drink)",1,1 x Coles Water
21543,"Plastic bags supermarket, garbage, dog poo, ice",1,1 x other plastic bag
21542,"Miscellaneous paper, labels & tickets",80,"12 x paper receipts, 66 x paper remnants, 2 x miscellaneous paper"
21542,Cigarette butts & filters,76,
21542,"Plastic film remnants (bits of plastic bag, wrap etc)",42,
21542,"Plastic packaging food (wrap, packets, containers)",40,"30 x confectionery, 1 x McDonalds, 5 x takeaway, 2 x coffee cup lids, 1 x straw wrapper, 1 x other food package"
21542,Plastic wrap non food (bubble wrap etc),21,20 x plastic cigarette pack wrap
21542,"Sanitary (tissues, nappies, condoms, cotton buds)",8,
21542,Paper & cardboard packaging,6,"4 x cardboard package, 2 x takeaway"
21542,"Plastic ceremonial & festive (wreaths, flowers)",6,
21542,"Plastic bags supermarket, garbage, dog poo, ice",4,"1 x white shopping bag, 3 x other plastic bags"
21542,"Foil wrappers, packets, bladders & alfoil",4,
21542,"Toys, party poppers, ribbons, clips & similar",3,3 x ribbon/balloon clip
21542,Paper & cardboard packaging,2,2 x chewing gum wrappers
21542,"Straws, confection sticks, cups, plates & cutlery",2,2 x straws
21542,"Tape adhesive, electrical, duct, hazard marker & rolls",2,
21542,Cable ties & plastic fasteners,1,
21542,Foam sponge sheeting (mattress & similar),1,
21542,"Pens, markers & other plastic stationary",1,
21542,"Plastic drink bottles (water, juice, milk, soft drink)",1,1 x Mount Franklin
21542,Plastic first aid materials & equipment (band aids),1,
21542,"Metal bottle caps, lids & pull tabs",1,
21541,"Plastic packaging food (wrap, packets, containers)",60,"44 x confectionery, 6 x Mentos, 1 x takeaway, 3 x coffee cup lids, 6 x straw wrappers"
21541,Paper & cardboard packaging,47,"2 x Subway, 45 x takeaway"
21541,"Miscellaneous paper, labels & tickets",44,"9 x paper receipts, 35 x paper remnants"
21541,Plastic wrap non food (bubble wrap etc),35,35 x plastic cigarette pack wrap
21541,Cigarette butts & filters,28,
21541,"Plastic film remnants (bits of plastic bag, wrap etc)",12,
21541,Foam insulation & packaging (whole and remnants),8,
21541,"Foil wrappers, packets, bladders & alfoil",6,
21541,"Plastic bags supermarket, garbage, dog poo, ice",3,"1 x garbage bag, 2 x other plastic bags"
21541,Plastic bits & pieces hard & solid,3,
21541,"Personal effects (wallets, money, keys, jewellery)",2,
21541,Glass beer stubbies & pre-mixed alcohol bottles,2,2 x Corona beer bottles
